date,location,total_cases,new_cases,total_deaths,new_deaths,total_tests,new_tests,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_cases_smoothed,new_deaths_smoothed
07-01-2022,India,35368372,141986,483463,285,686819128,1513377,1505591911,879625063,625966848,13600889,72399,282.429
08-01-2022,India,35528004,159632,483790,327,688470959,1651831,1508007415,880930714,627076701,2415504,91267.429,288.571
09-01-2022,India,35707727,179723,483936,146,690034525,1563566,1517705282,886204082,631501200,9697867,112120.714,291.857
10-01-2022,India,35875790,168063,484213,277,691575352,1540827,1524222751,889459819,634265259,6517469,130789.857,313.714
11-01-2022,India,36070510,194720,484655,442,693155280,1579928,1537841948,895852039,640117846,13619197,150307.429,300.571
12-01-2022,India,36317927,247417,485035,380,695274380,2119100,1544297708,898710263,643070555,6455760,172663,308.429
13-01-2022,India,36582129,264202,485446,411,,,1553919710,903038624,647586748,9622002,193677.571,324
14-01-2022,India,36850962,268833,485752,306,699099084,,1556478542,904086765,648878102,2558832,211798.571,327
15-01-2022,India,37122164,271202,486066,314,700712824,1613740,1565638547,908005349,653514044,9160005,227737.143,325.143
16-01-2022,India,37380253,258089,486451,385,702448838,1736014,1570696006,910386043,656011893,5057459,238932.286,359.286
17-01-2022,India,37618271,238018,486761,310,703762282,1313444,1575863289,912552134,658614500,5167283,248925.857,364
18-01-2022,India,37901241,282970,487202,441,705411425,1649143,1576006300,912567911,658765881,143011,261533,363.857
19-01-2022,India,38218773,317532,487693,491,707421650,2010225,1592451490,919059606,667552043,16445190,271549.429,379.714
20-01-2022,India,38566027,347254,488396,703,709356830,1935180,1600333779,922087216,671853985,7882289,283414,421.429
21-01-2022,India,38903731,337704,488884,488,711538938,2182108,1609613007,925500152,677041072,9279228,293252.714,447.429
22-01-2022,India,39237264,333533,489409,525,713499892,1960954,1617088106,928133309,681368115,7475099,302157.143,477.571
23-01-2022,India,39543328,306064,489848,439,715520580,2020688,1622210924,929971622,684436700,5122818,309010.714,485.286
24-01-2022,India,39799202,255874,490462,614,716995333,1474753,1623419845,930359898,685102189,1208921,311561.571,528.714
25-01-2022,India,40085116,285914,491127,665,718802433,1807100,1630312330,932606511,689133722,6892485,311982.143,560.714
26-01-2022,India,40371500,286384,491700,573,720572178,1769745,1636183520,934468791,692645423,5871190,307532.429,572.429
27-01-2022,India,40622709,251209,492327,627,722166248,1594070,1639112704,935294849,694410120,2929184,293811.714,561.571
28-01-2022,India,40858241,235532,493198,871,723748555,1582307,1645293992,937107027,698115220,6181288,279215.714,616.286
29-01-2022,India,41092522,234281,494091,893,725774705,2026150,1650461284,938645671,701262521,5167292,265036.857,668.857
30-01-2022,India,41302440,209918,495050,959,727390698,1615993,1657362150,940755706,705405482,6900866,251301.714,743.143
31-01-2022,India,41469499,167059,496242,1192,728997813,1607115,1664786038,943027714,709926447,7423888,238613.857,825.714
01-02-2022,India,41630885,161386,497975,1733,730697193,1699380,1671163877,944749420,714073668,6377839,220824.143,978.286
02-02-2022,India,41803318,172433,498983,1008,732439986,1742793,1677030680,946259127,717972069,5866803,204545.429,1040.429
03-02-2022,India,41952712,149394,500055,1072,734192614,1752628,1681517744,947341172,721020585,4487064,190000.429,1104
04-02-2022,India,42080664,127952,501114,1059,735804280,1611666,1687048487,948717449,724768356,5530743,174631.857,1130.857
05-02-2022,India,42188138,107474,501979,865,737932233,2127953,1693177165,950308975,728875616,6128678,156516.571,1126.857
06-02-2022,India,42272014,83876,502874,895,740187141,2254908,1695886196,951213177,730532500,2709031,138510.571,1117.714
07-02-2022,India,42339611,67597,504062,1188,741561587,1374446,1696048044,951263816,730627102,161848,124301.714,1117.143
08-02-2022,India,42410976,71365,505279,1217,742908121,1346534,1702679391,952678279,736217486,6631347,111441.571,1043.429
09-02-2022,India,42478060,67084,506520,1241,744684750,1776629,1710023580,954257234,740575198,7344189,96391.714,1076.714
10-02-2022,India,42536137,58077,507177,657,746196071,1511321,1710398811,954313669,740861221,375231,83346.429,1017.429
11-02-2022,India,42586544,50407,507981,804,747870047,1673976,1720173263,956363985,747888827,9774452,72268.571,981
12-02-2022,India,42631421,44877,508665,684,749320579,1450532,1723371281,957047881,750185166,3198018,63326.143,955.143
13-02-2022,India,42665534,34113,509011,346,750735858,1415279,1727912049,958033046,753481207,4540768,56217.143,876.714
14-02-2022,India,42692943,27409,509358,347,751803766,1067908,1729729648,958462316,754746231,1817599,50476,756.571
15-02-2022,India,42723558,30615,509872,514,753033302,1229536,1736068837,959602131,759530099,6339189,44654.571,656.143
16-02-2022,India,42754315,30757,510413,541,754284979,1251677,1738650284,960091888,761473602,2581447,39465,556.143
17-02-2022,India,42780235,25920,510905,492,755532460,1247481,1743931966,961022242,765507484,5281682,34871.143,532.571
18-02-2022,India,42802505,22270,511230,325,756851787,1319327,1747936912,961693778,768626041,4004946,30851.571,464.143
19-02-2022,India,42822473,19968,511903,673,758127480,1275693,1751467446,962283459,771380004,3530534,27293.143,462.571
20-02-2022,India,42838524,16051,512109,206,759315246,1187766,1753406786,962616766,772901521,1939340,24712.857,442.571
21-02-2022,India,42851929,13405,512344,235,760146333,831087,1755791055,962967313,774808452,2384269,22712.286,426.571
22-02-2022,India,42867031,15102,512622,278,761230580,1084247,1759523094,963517480,777816191,3732039,20496.143,392.857
23-02-2022,India,42881179,14148,512924,302,762414018,1183438,1761691159,963841804,779561195,2168065,18123.429,358.714
24-02-2022,India,42894345,13166,513226,302,763569165,1155147,1764970949,964304634,782222068,3279790,16301.429,331.571
25-02-2022,India,42905844,11499,513481,255,,,1768596814,964818498,785172630,3625865,14762.714,321.571
26-02-2022,India,42916117,10273,513724,243,765735314,,1772317897,965336168,788213991,3721083,13377.714,260.143
27-02-2022,India,42924130,8013,513843,119,766757518,1022204,1773724815,965531308,789372639,1406918,12229.429,247.714
28-02-2022,India,42931045,6915,514023,180,767481346,723828,1775178647,965733580,790556254,1453832,11302.286,239.857
01-03-2022,India,42938599,7554,514246,223,768382993,901647,1776674379,965923463,791803734,1495732,10224,232
02-03-2022,India,42945160,6561,514388,142,769167052,784059,1778253673,966125454,793112322,1579294,9140.143,209.143
03-03-2022,India,42951556,6396,514589,201,770050005,882953,1781445039,966508496,795778169,3191366,8173,194.714
04-03-2022,India,42957477,5921,514878,289,770973356,923351,1784081444,966810216,797997103,2636405,7376.143,199.571
05-03-2022,India,42962953,5476,515036,158,771914261,940905,1786849348,967153861,800304849,2767904,6690.857,187.429
06-03-2022,India,42967315,4362,515102,66,772824246,909985,1787845508,967279389,801141086,996160,6169.286,179.857
07-03-2022,India,42971308,3993,515210,108,773437172,612926,1789317128,967460932,802358408,1471620,5751.857,169.571
08-03-2022,India,42975883,4575,515355,145,774310567,873395,1791553063,967725805,804228336,2235935,5326.286,158.429
09-03-2022,India,42980067,4184,515459,104,775208471,897904,1793520158,967946798,805886615,1967095,4986.714,153
10-03-2022,India,42984261,4194,515714,255,776082445,873974,1795443790,968154309,807510151,1923632,4672.143,160.714
11-03-2022,India,42987875,3614,515803,89,776894810,812365,1798217482,968454151,809861857,2773692,4342.571,132.143
12-03-2022,India,42990991,3116,515850,47,777758414,863604,1799411716,968594304,810857880,1194234,4005.429,116.286
13-03-2022,India,42993494,2503,515877,27,778520151,761737,1800720203,968738370,811980554,1308487,3739.857,110.714
14-03-2022,India,42996062,2568,515974,97,779052383,532232,1802515613,968928555,813501336,1795410,3536.286,109.143
15-03-2022,India,42998938,2876,516072,98,,,1804173297,969097787,814906002,1657684,3293.571,102.429
16-03-2022,India,43001477,2539,516132,60,,,1806005751,969281482,816469839,1832454,3058.571,96.143
17-03-2022,India,43004005,2528,516281,149,,,1808015400,970008356,817667068,2009649,2820.571,81
18-03-2022,India,43006080,2075,516352,71,,,1809229692,970523455,818324294,1214292,2600.714,78.429
19-03-2022,India,43007841,1761,516479,127,,,1810472831,971067179,818968798,1243139,2407.143,89.857
20-03-2022,India,43009390,1549,516510,31,,,,,,,2270.857,90.429
